,GAME_ID,HOME_TEAM_ID_x,VISITOR_TEAM_ID_x,SEASON,HOME_TEAM_WINS,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,VISITOR_TEAM_ID_y,HOME_TEAM_ID_y
0,21900895,1610612766,1610612749,2019,VISITANTE,103.19354838709677,0.43551612903225817,0.7497419354838711,0.3383870967741935,23.806451612903224,42.935483870967744,117.42424242424242,0.47603030303030314,0.7677878787878788,0.3501818181818182,24.727272727272727,51.57575757575758,5,4
1,21900669,1610612766,1610612749,2019,VISITANTE,103.19354838709677,0.43551612903225817,0.7497419354838711,0.3383870967741935,23.806451612903224,42.935483870967744,117.42424242424242,0.47603030303030314,0.7677878787878788,0.3501818181818182,24.727272727272727,51.57575757575758,5,5
2,21900094,1610612750,1610612749,2019,VISITANTE,110.41379310344827,0.4273448275862069,0.7256551724137931,0.3186206896551723,23.551724137931036,47.3448275862069,117.42424242424242,0.47603030303030314,0.7677878787878788,0.3501818181818182,24.727272727272727,51.57575757575758,5,5
3,21900111,1610612746,1610612749,2019,VISITANTE,115.70588235294117,0.4655882352941176,0.7679705882352943,0.3679117647058824,24.941176470588236,48.64705882352941,117.42424242424242,0.47603030303030314,0.7677878787878788,0.3501818181818182,24.727272727272727,51.57575757575758,5,3
4,21900575,1610612758,1610612749,2019,VISITANTE,109.03333333333333,0.46020000000000005,0.7502333333333332,0.36539999999999995,22.533333333333335,43.1,117.42424242424242,0.47603030303030314,0.7677878787878788,0.3501818181818182,24.727272727272727,51.57575757575758,5,4
5,21900751,1610612740,1610612749,2019,VISITANTE,118.48387096774194,0.4686451612903226,0.7376451612903226,0.37654838709677424,27.225806451612904,47.0,117.42424242424242,0.47603030303030314,0.7677878787878788,0.3501818181818182,24.727272727272727,51.57575757575758,4,5
6,21900562,1610612744,1610612749,2019,VISITANTE,107.8529411764706,0.43999999999999995,0.8189705882352942,0.34529411764705875,25.91176470588235,43.794117647058826,117.42424242424242,0.47603030303030314,0.7677878787878788,0.3501818181818182,24.727272727272727,51.57575757575758,4,1
7,21900434,1610612752,1610612749,2019,VISITANTE,105.03125,0.4433749999999999,0.6892812500000001,0.32778125,22.40625,46.1875,117.42424242424242,0.47603030303030314,0.7677878787878788,0.3501818181818182,24.727272727272727,51.57575757575758,4,4
8,21900469,1610612737,1610612749,2019,VISITANTE,113.06060606060606,0.45748484848484844,0.7817272727272727,0.340939393939394,24.303030303030305,44.27272727272727,117.42424242424242,0.47603030303030314,0.7677878787878788,0.3501818181818182,24.727272727272727,51.57575757575758,3,4
9,21900204,1610612737,1610612749,2019,VISITANTE,113.06060606060606,0.45748484848484844,0.7817272727272727,0.340939393939394,24.303030303030305,44.27272727272727,117.42424242424242,0.47603030303030314,0.7677878787878788,0.3501818181818182,24.727272727272727,51.57575757575758,4,5
