,GAME_ID,VISITOR_TEAM_ID,HOME_TEAM_ID
508,21900444,4,4
509,21900445,5,4
510,21900446,3,2
511,21900447,3,4
512,21900448,4,5
513,21900449,3,4
514,21900450,5,3
515,21900451,5,3
516,21900452,4,4
517,21900453,3,5
518,21900454,4,3
519,21900455,4,3
520,21900456,4,5
521,21900457,3,2
522,21900458,5,5
523,21900459,4,5
524,21900460,2,4
525,21900461,4,3
526,21900462,3,2
527,21900463,5,3
528,21900464,4,5
529,21900465,4,4
530,21900466,4,4
531,21900467,2,5
532,21900468,5,5
533,21900469,3,4
534,21900470,2,4
535,21900471,3,2
536,21900472,3,4
537,21900473,3,5
538,21900474,2,4
539,21900475,5,4
540,21900476,4,1
541,21900477,4,3
542,21900478,3,2
543,21900479,3,4
544,21900480,5,3
545,21900481,4,5
546,21900482,3,2
547,21900483,3,4
548,21900484,5,4
549,21900485,4,5
550,21900486,2,3
551,21900487,5,3
552,21900488,2,4
553,21900489,4,4
554,21900490,3,5
555,21900491,3,4
556,21900492,4,1
557,21900493,5,3
558,21900494,3,3
559,21900495,4,4
560,21900496,4,4
561,21900497,4,5
562,21900498,4,3
563,21900499,3,4
564,21900500,4,3
565,21900501,4,4
566,21900502,2,5
567,21900503,3,3
568,21900504,4,2
569,21900505,5,4
570,21900506,3,5
571,21900507,4,5
572,21900508,5,4
573,21900509,5,2
574,21900510,3,4
575,21900511,4,3
576,21900512,2,3
577,21900513,3,3
578,21900514,3,5
579,21900515,3,3
580,21900516,4,4
581,21900517,3,4
582,21900518,4,5
583,21900519,5,2
584,21900520,5,4
585,21900521,4,4
586,21900522,4,5
587,21900523,3,3
588,21900524,3,3
589,21900525,4,5
590,21900526,2,4
591,21900527,3,4
592,21900528,5,1
593,21900529,4,4
594,21900530,5,3
595,21900531,5,5
596,21900532,3,1
597,21900533,4,3
598,21900534,3,4
599,21900535,5,4
600,21900536,4,2
601,21900537,3,4
602,21900538,3,5
603,21900539,2,4
604,21900540,3,5
605,21900541,3,5
606,21900542,4,3
607,21900543,5,2
608,21900544,4,4
609,21900545,3,3
610,21900546,5,5
611,21900547,0,3
612,21900548,3,3
613,21900549,5,2
614,21900550,2,3
615,21900551,4,3
616,21900552,4,4
617,21900553,4,5
618,21900554,5,5
619,21900555,2,4
620,21900556,4,2
621,21900557,3,5
622,21900558,3,2
623,21900559,3,3
624,21900560,4,4
625,21900561,3,4
626,21900562,4,1
627,21900563,3,3
628,21900564,5,4
629,21900565,5,4
630,21900566,4,3
631,21900567,2,3
632,21900568,4,3
633,21900569,4,3
634,21900570,2,4
635,21900571,5,3
636,21900572,4,3
637,21900573,4,4
638,21900574,5,4
639,21900575,5,4
640,21900576,1,4
641,21900577,4,3
642,21900578,4,5
643,21900579,4,3
644,21900580,3,3
645,21900581,4,3
646,21900582,3,4
647,21900583,5,5
648,21900584,4,4
649,21900585,4,3
650,21900586,2,4
651,21900587,5,3
652,21900588,3,3
653,21900589,4,4
654,21900590,5,4
655,21900591,3,3
656,21900592,4,3
657,21900593,4,5
658,21900594,3,4
659,21900595,5,5
660,21900596,5,5
661,21900597,4,5
662,21900598,3,2
663,21900599,4,4
664,21900600,3,3
665,21900601,4,5
666,21900602,3,3
667,21900603,3,4
668,21900604,3,4
669,21900605,4,4
670,21900606,5,4
671,21900607,3,4
672,21900608,3,4
673,21900609,4,3
674,21900610,5,3
675,21900611,5,4
676,21900612,4,5
677,21900613,5,5
678,21900614,4,4
679,21900615,4,5
680,21900616,4,3
681,21900617,3,2
682,21900618,5,4
683,21900619,4,3
684,21900620,4,4
685,21900621,3,4
686,21900622,3,3
687,21900623,4,2
688,21900624,1,3
689,21900625,5,3
690,21900626,3,4
691,21900627,5,2
692,21900628,4,3
693,21900629,4,2
694,21900630,4,4
695,21900631,3,4
696,21900632,5,4
697,21900633,5,4
698,21900634,5,2
699,21900635,5,2
700,21900636,4,5
701,21900637,4,3
702,21900638,3,3
703,21900639,4,3
704,21900640,5,2
705,21900641,4,2
706,21900642,5,5
707,21900643,4,3
708,21900644,4,4
709,21900645,3,4
710,21900646,4,3
711,21900647,4,5
712,21900648,5,5
713,21900649,3,5
714,21900650,3,4
715,21900651,3,5
716,21900652,2,4
717,21900653,4,4
718,21900654,4,5
719,21900655,2,5
720,21900656,2,2
721,21900657,3,4
722,21900658,3,4
723,21900659,5,4
724,21900660,4,5
725,21900661,5,4
726,21900662,2,4
727,21900663,4,5
728,21900664,3,4
729,21900665,5,2
730,21900666,3,3
731,21900667,5,3
732,21900668,3,5
733,21900669,5,5
734,21900670,3,3
735,21900671,5,5
736,21900672,5,4
737,21900673,3,5
738,21900674,4,4
739,21900675,4,5
740,21900676,3,5
741,21900677,2,2
742,21900678,4,4
743,21900679,2,3
744,21900680,3,5
745,21900681,3,2
746,21900682,4,3
747,21900683,2,5
748,21900684,5,3
749,21900685,3,3
750,21900686,5,4
751,21900687,3,2
752,21900688,3,4
753,21900689,3,5
754,21900690,4,3
755,21900691,5,5
756,21900692,1,5
757,21900693,3,3
758,21900694,5,4
759,21900695,4,4
760,21900696,4,4
761,21900697,3,2
762,21900698,1,5
763,21900699,4,5
764,21900700,5,3
765,21900701,5,4
766,21900702,3,4
767,21900703,2,5
768,21900704,4,3
769,21900705,3,4
770,21900706,4,2
771,21900708,4,3
772,21900709,4,4
773,21900710,3,4
774,21900711,5,3
775,21900712,4,5
776,21900713,3,4
777,21900714,4,3
778,21900715,5,3
779,21900716,3,2
780,21900717,3,5
781,21900718,4,3
782,21900719,4,5
783,21900720,4,4
784,21900721,4,4
785,21900722,3,3
786,21900723,3,5
787,21900724,3,4
788,21900725,3,4
789,21900726,5,5
790,21900727,4,5
791,21900728,4,4
792,21900729,4,5
793,21900730,3,3
794,21900731,4,3
795,21900732,4,4
796,21900733,2,2
797,21900734,5,4
798,21900735,5,5
799,21900736,5,3
800,21900737,4,4
801,21900738,5,3
802,21900739,4,4
803,21900740,4,3
804,21900741,5,5
805,21900742,4,3
806,21900743,3,4
807,21900744,3,3
808,21900745,3,2
809,21900746,3,3
810,21900747,4,4
811,21900748,4,3
812,21900749,4,4
813,21900750,4,5
814,21900751,4,5
815,21900752,5,2
816,21900753,5,4
817,21900754,4,5
818,21900755,3,4
819,21900756,5,3
820,21900757,3,3
821,21900758,4,3
822,21900759,2,4
823,21900760,3,3
824,21900761,3,3
825,21900762,5,5
826,21900763,4,5
827,21900764,5,4
828,21900765,5,4
829,21900766,4,4
830,21900767,4,5
831,21900768,4,5
832,21900769,2,5
833,21900770,3,2
834,21900771,2,3
835,21900772,3,4
836,21900773,3,3
837,21900774,3,3
838,21900775,2,3
839,21900776,5,5
840,21900777,4,5
841,21900778,2,3
842,21900779,5,4
843,21900780,5,3
844,21900781,3,2
845,21900782,3,3
846,21900783,5,3
847,21900784,4,3
848,21900785,4,3
849,21900786,5,3
850,21900787,4,3
851,21900788,4,5
852,21900789,3,2
853,21900790,5,3
854,21900791,2,4
855,21900792,3,5
856,21900793,3,4
857,21900794,3,4
858,21900795,3,5
859,21900796,4,2
860,21900797,3,4
861,21900798,4,3
862,21900799,4,4
863,21900800,4,3
864,21900801,3,5
865,21900802,3,5
866,21900803,4,2
867,21900804,4,5
868,21900805,3,3
869,21900806,5,3
870,21900807,3,3
871,21900808,4,5
872,21900809,3,3
873,21900810,4,4
874,21900811,2,5
875,21900812,4,3
876,21900813,3,3
877,21900814,3,3
878,21900815,3,3
879,21900816,4,4
880,21900817,5,3
881,21900818,3,4
882,21900819,3,5
883,21900820,6,3
884,21900821,4,3
885,21900822,3,4
886,21900823,4,4
887,21900824,3,4
888,21900825,4,4
889,21900826,3,5
890,21900827,4,3
891,21900828,4,4
892,21900829,3,3
893,21900830,4,4
894,21900831,5,3
895,21900832,4,4
896,21900833,3,5
897,21900834,5,5
898,21900835,4,3
899,21900836,3,4
900,21900837,2,2
901,21900838,4,4
902,21900839,3,4
903,21900840,5,6
904,21900841,5,5
905,21900842,4,5
906,21900843,3,3
907,21900844,3,5
908,21900845,3,4
909,21900846,4,3
910,21900847,5,3
911,21900848,3,5
912,21900849,4,4
913,21900850,3,4
914,21900851,5,2
915,21900852,5,3
916,21900853,4,5
917,21900854,2,3
918,21900855,3,5
919,21900856,3,5
920,21900857,4,2
921,21900858,6,3
922,21900859,3,4
923,21900860,3,5
924,21900861,5,5
925,21900862,4,5
926,21900863,4,3
927,21900864,5,4
928,21900865,4,2
929,21900866,3,3
930,21900867,5,2
931,21900868,2,4
932,21900869,3,3
933,21900870,3,4
934,21900871,5,3
935,21900872,4,5
936,21900873,5,3
937,21900874,5,3
938,21900875,4,3
939,21900876,4,3
940,21900877,2,5
941,21900878,3,2
942,21900879,4,2
943,21900880,3,4
944,21900881,4,3
945,21900882,2,5
946,21900883,2,5
947,21900884,3,3
948,21900885,3,5
949,21900886,5,5
950,21900887,4,5
951,21900888,5,2
952,21900889,3,4
953,21900890,3,2
954,21900891,4,3
955,21900892,5,4
956,21900893,5,3
957,21900894,3,3
958,21900895,5,4
959,21900896,3,3
960,21900897,3,5
961,21900898,3,4
962,21900899,3,4
963,21900900,5,5
964,21900901,3,3
