,VISITOR_TEAM_ID,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away
0,1610612737,107.61764705882354,0.437235294117647,0.7799117647058824,0.31955882352941184,23.205882352941178,42.411764705882355
1,1610612738,110.1875,0.45500000000000007,0.7916875,0.35415625000000006,22.09375,46.84375
2,1610612739,103.8,0.44856666666666667,0.7426666666666667,0.3242333333333333,21.3,43.36666666666667
3,1610612740,114.82352941176471,0.4643235294117648,0.7279411764705882,0.3751764705882353,26.323529411764707,46.3235294117647
4,1610612741,106.90322580645162,0.4470967741935483,0.7595806451612904,0.3403548387096775,22.93548387096774,41.25806451612903
5,1610612742,116.38235294117646,0.45926470588235296,0.775323529411765,0.36982352941176466,24.647058823529413,47.8235294117647
6,1610612743,109.78125,0.4611875,0.7995625000000002,0.35468750000000016,25.34375,44.46875
7,1610612744,104.6875,0.42809375,0.79615625,0.3155,24.125,42.875
8,1610612745,118.51515151515152,0.4566363636363636,0.8050303030303032,0.3594545454545454,20.96969696969697,43.24242424242424
9,1610612746,114.24137931034483,0.4594827586206897,0.7955172413793103,0.35841379310344834,23.17241379310345,46.310344827586206
10,1610612747,113.08823529411765,0.47905882352941187,0.6946470588235295,0.35244117647058837,25.058823529411764,44.88235294117647
11,1610612748,108.33333333333333,0.4558787878787879,0.779909090909091,0.35815151515151517,24.87878787878788,44.15151515151515
12,1610612749,117.42424242424242,0.47603030303030314,0.7677878787878788,0.3501818181818182,24.727272727272727,51.57575757575758
13,1610612750,114.70588235294117,0.44252941176470595,0.7671470588235294,0.34288235294117647,23.941176470588236,43.88235294117647
14,1610612751,110.06451612903226,0.4318709677419354,0.7668387096774193,0.3311290322580645,24.06451612903226,47.58064516129032
15,1610612752,104.9375,0.44096874999999996,0.6984062500000001,0.34937500000000005,21.40625,46.71875
16,1610612753,106.3030303030303,0.43796969696969695,0.7537272727272726,0.3446363636363637,23.333333333333332,43.81818181818182
17,1610612754,109.33333333333333,0.48013333333333325,0.7815,0.37876666666666664,26.266666666666666,41.4
18,1610612755,106.15151515151516,0.4470909090909092,0.7266666666666667,0.34009090909090917,24.848484848484848,44.60606060606061
19,1610612756,111.45161290322581,0.4562903225806451,0.824,0.3490645161290323,27.096774193548388,42.87096774193548
20,1610612757,110.29411764705883,0.4553235294117647,0.7650588235294118,0.34829411764705887,19.441176470588236,44.35294117647059
21,1610612758,108.73529411764706,0.45485294117647057,0.7744117647058825,0.36049999999999993,24.147058823529413,41.705882352941174
22,1610612759,112.15625,0.4724375,0.7815000000000001,0.36384374999999997,23.53125,43.40625
23,1610612760,106.34482758620689,0.451551724137931,0.7879655172413792,0.3402068965517242,20.586206896551722,43.55172413793103
24,1610612761,109.76666666666667,0.4478666666666667,0.7854333333333332,0.3683333333333333,25.0,45.1
25,1610612762,111.16129032258064,0.4698387096774193,0.7793225806451616,0.3808064516129034,22.161290322580644,44.193548387096776
26,1610612763,111.41935483870968,0.4629354838709678,0.7609354838709678,0.34593548387096773,25.838709677419356,45.903225806451616
27,1610612764,116.09375,0.46449999999999997,0.7906250000000002,0.3752812499999999,25.9375,40.28125
28,1610612765,105.54545454545455,0.4479696969696968,0.7579999999999999,0.35851515151515156,23.575757575757574,42.18181818181818
29,1610612766,101.02941176470588,0.4286470588235293,0.750764705882353,0.34208823529411764,23.558823529411764,43.705882352941174
